ItemID,CategoryNameAr,CategoryNameEn,SubCategoryNameAr,SubCategoryNameEn,SubSubCategoryNameAr,SubSubCategoryNameEn,BrandName,Price,NameAr,NameEn,BarCode,DescriptionTextAr,DescriptionTextEn,KeyFeaturesEn,HowtoUseEn,isVisible,imageUrl
73719,مكياج,MAKEUP,مكياج الشفاه,LIPS MAKEUP,ملمع الشفاه,LIPGLOSS,MIYO,9.95,ميو ملمع شفاه 34,MIYO OUTSTANDING LIP GLOSS  (COOL GLOSS) 34,3.70E+12,ملمع شفاه لامع يوفر لمسة نهائية براقة وغير لزجة. المزايا الرئيسية:  خفيف الوزن ومريح على الشفاه. يرطب ويغذي الشفاه. لمعان طويل الأمد مع ألوان حيوية. طريقة الاستخدام: يُطبق مباشرة على الشفاه النظيفة باستخدام الأداة. يُعاد تطبيقه حسب الحاجة للحصول على لمعان وترطيب إضافي.,"Experience the perfect blend of style and comfort with MIYO's Outstanding Lip Gloss in Cool Gloss shade No. 34. This highly-rated lip gloss, with a staggering 34 reviews, offers a stunning cool-toned shimmer that adds just the right amount of sparkle to your lips. Like its competitors such as Fenty Beauty's Gloss Bomb Universal Lip Luminizer and NYX Professional Makeup's Lip Gloss, MIYO's lip gloss provides high-shine finish without feeling sticky. However, what sets it apart is its unique cool-toned shimmer that gives your lips a captivating icy gleam.","1. **High-Shine Finish**: Achieve a stunning, mirror-like shine that lasts all day long.
2. **Unique Cool-Toned Shimmer**: Stand out with an icy gleam that adds a touch of sophistication to your look.
3. **Non-Sticky Formula**: Enjoy the comfort and ease of application without the stickiness often associated with lip glosses.
4. **Cruelty-Free & Vegan**: Feel good about your purchase knowing it aligns with your values, as MIYO is committed to being cruelty-free and vegan.
5. **Affordable Luxury**: Experience high-quality performance at a fraction of the cost compared to luxury lip gloss brands","Simply apply the lip gloss directly onto your lips using the doe-foot applicator for a smooth and even application. For added precision, you can use a lip brush or your fingers to blend the product into your lip lines.",1,https://d3slxmaa2mql88.cloudfront.net/73719.jpg
73720,مكياج,MAKEUP,مكياج الشفاه,LIPS MAKEUP,ملمع الشفاه,LIPGLOSS,MIYO,9.95,ميو ملمع شفاه 35,MIYO OUTSTANDING LIP GLOSS  (COOL GLOSS) 35,3.70E+12,"مجموعة مكونة من سيروم حمض الجليكوليك وغسول للوجه لتفتيح البشرة وتحسين ملمسها. المزايا الرئيسية:  السيروم يقشر ويحسن ملمس البشرة. الغسول ينظف البشرة بلطف. مناسب لجميع أنواع البشرة. طريقة الاستخدام: يُستخدم الغسول لتنظيف الوجه. يُطبق السيروم في المساء على بشرة نظيفة، مع تجنب منطقة العين.","Experience the perfect blend of style and shine with MIYO's Outstanding Lip Gloss in Cool Gloss shade 35. This highly pigmented, non-sticky lip gloss delivers a stunning, long-lasting shimmer that'll make your lips the center of attention. Inspired by the likes of Fenty Beauty's Gloss Bomb Universal Lip Luminizer and NYX Professional Makeup's Lip Gloss, MIYO's lip gloss offers an exceptional shine without breaking the bank.","1. Highly pigmented with a stunning shimmer
2. Non-sticky and long-lasting formula
3. Universal shade that complements all skin tones
4. Cruelty-free and vegan-friendly
5. Affordable luxury, offering exceptional quality at an accessible price point","Simply apply directly onto your lips for a high-shine finish. For added precision, use the built-in doe-foot applicator to outline your lip shape first before filling it in.",1,https://d3slxmaa2mql88.cloudfront.net/73720.jpg
76112,مكياج,MAKEUP,مكياج الشفاه,LIPS MAKEUP,احمر الشفاه,LIPSTICK,MIYO,10.95,Miyo LIP AMMO CREAMY MOUSSE NO 5 caramel Latte,MIYO LIP AMMO CREAMY MOUSSE NO 5 caramel Latte,3.70E+12,"أحمر شفاه بقوام موسي كريمي يمنح لونًا غنيًا بلمسة مخملية، مع تركيبة مريحة تدوم طويلًا. المميزات: • قوام ناعم يشبه الموس لتطبيق سلس • لون غني بتركيبة عالية الصبغة • خفيف على الشفاه ولا يسبب الجفاف • يدوم طويلًا دون تكتل أو تلطخ ","Indulge in the rich, velvety texture of MIYO's Lip Ammo Creamy Mousse No. 5 Caramel Latte, a lip color that combines the best of lipstick and lip gloss for a perfect pout. This long-lasting, creamy mousse glides on smoothly, providing intense pigmentation with a satin finish. Inspired by the warmth of caramel latte, this shade adds a touch of sophistication to your makeup routine.","1. Creamy, lightweight mousse formula melts into lips for a comfortable, long-lasting wear
2. Intense pigmentation with a satin finish, inspired by the warmth of caramel latte
3. Enriched with nourishing ingredients like vitamin E and shea butter for soft, moisturized lips
4. Easy-to-use, twist-up tube with a convenient lip brush hidden beneath the cap
5. Cruelty-free and formulated without parabens, sulfates, or phthalates","Apply directly from the tube onto lips and blend outwards for an even finish. For added precision, use the included lip brush.",1,https://d3slxmaa2mql88.cloudfront.net/76112.jpg
76113,مكياج,MAKEUP,مكياج الشفاه,LIPS MAKEUP,تحديد الشفاه,LIPLINER,MIYO,7.95,Miyo LIP CONTOUR SCRIBER NO. 01 Cinnamon,MIYO LIP CONTOUR SCRIBER NO. 01 Cinnamon,3.70E+12,"محدد الشفاه Miyo بلون Cinnamon يتميز بتركيبة كريمية غنية بالأصباغ تمنح تحديدًا دقيقًا وثباتًا يدوم طويلًا. يساعد على إبراز جمال الشفاه ويمنحها مظهرًا مطفيًا ناعمًا.  الفوائد الرئيسية • تركيبة غنية بالأصباغ للحصول على تحديد دقيق. • قوام كريمي لتطبيق سلس وسهل. • يدوم طويلاً مع لمسة نهائية مطفية. • مثالي للاستخدام مع أحمر الشفاه أو بمفرده.  طريقة الاستخدام قومي بتحديد شفتيك باستخدام القلم، واملئيها للحصول على لون إضافي وثبات طويل.  المكونات الرئيسية • فيتامين E: يغذي ويرطب الشفاه. • خليط الشموع: يوفر قوامًا كريميًا وناعمًا. ","Experience the precision of professional makeup artists at home with the MIYO Lip Contour Scriber No. 01 in Cinnamon. This creamy, highly pigmented formula glides effortlessly onto lips, creating flawless, long-lasting lines that define your pout perfectly. Unlike traditional lip liners, this innovative scribe allows for easy, precise application, making it a must-have for both beginners and makeup enthusiasts alike.","1. **Creamy, Highly Pigmented Formula**: Glides on smoothly and delivers intense color payoff in a single stroke.
2. **Precise Application**: Innovative scriber tip allows for easy, controlled application, perfect for creating sharp lip lines or blending out for a softer effect.
3. **Long-Lasting Wear**: Once set, this lip contour scribe stays put, ensuring your lip look remains flawless all day long.
4. **Versatile Shade**: The warm, spicy hue of Cinnamon complements a wide range of skin tones and makes it an excellent match for both nude and bold lipstick shades.
5. **Cruelty-Free & Vegan**: Enjoy peace of mind knowing that this product is not tested on animals and contains no animal-derived ingredients.","Simply twist up the scriber to expose the tip, then trace along your lip line for a crisp, defined edge. Blot lightly with a tissue for longer wear or blend slightly for a softer look.",1,https://d3slxmaa2mql88.cloudfront.net/76113.jpg
76114,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  23 Pixie,MIYO OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  23 Pixie,3.70E+12,,"Experience the enchanting allure of MIYO's OMG Check Me Up Creme de la Creme Shimmer Eyeshadow in shade 23 Pixie, a captivating blend of luxurious cream-to-powder formula and mesmerizing shimmer finish. This highly pigmented, long-lasting eyeshadow is perfect for creating stunning, show-stopping looks that command attention. Elevate your makeup game with this must-have addition to your collection.","1. Cream-to-Powder Formula: Offers superior pigmentation and blendability for a flawless, long-lasting finish
2. Highly Pigmented: Ensures vibrant, intense color payoff with just one application
3. Shimmer Finish: Adds a touch of glamour and sparkle to your eyeshadow looks
4. Buildable Coverage: Allows for easy layering and customization of intensity
5. Cruelty-Free & Vegan: Formulated without animal-derived ingredients, making it a conscious choice for ethical beauty enthusiasts","Apply directly onto the eyelid using your fingertips or a brush for effortless blendability and buildable coverage. Blend outwards and upwards for a seamless, radiant finish.",1,https://d3slxmaa2mql88.cloudfront.net/76114.jpg
76115,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  24 Bullion,MIYO OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  24 Bullion,3.70E+12,,"Experience the ultimate shimmer with MIYO's OMG Check Me Up Crème de la Crème Shimmer Eyeshadow in 24 Bullion! This highly pigmented, metallic shadow delivers a stunning, long-lasting finish that'll make your eyes sparkle like never before. Inspired by the luxurious allure of gold bullion, this shade is perfect for those who dare to dazzle. Blend it out for a subtle glow or pack it on for an intense, show-stopping look. Elevate your makeup game with MIYO's creamy, easy-to-blend formula that's loved by professionals and beauty enthusiasts alike.","1. Highly pigmented metallic formula for intense shimmer
2. Creamy, blendable texture for easy application
3. Long-lasting wear and vibrant color payoff
4. Inspired by the luxurious allure of gold bullion
5. Suitable for both subtle glows and dramatic looks","Apply directly onto the lid using your fingertips or a brush for a smooth, even application. Blend outwards and upwards towards the brow bone for a seamless finish. For added intensity, apply with a damp brush or layer up.",1,https://d3slxmaa2mql88.cloudfront.net/76115.jpg
76116,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  25 mermaid,MIYO OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  25 mermaid,3.70E+12,,"Experience the enchanting allure of the ocean with MIYO's OMG Check Me Up Crème de la Crème Shimmer Eyeshadow in 'Mermaid'. This captivating shade is a long-lasting, highly pigmented dream that transforms your eyes into a mesmerizing underwater wonder. Inspired by the iridescent scales and shimmering waves of mermaids, this eyeshadow is perfect for creating stunning, ethereal looks that will make you the center of attention. Blend it with other shades from MIYO's Crème de la Crème collection to create a unique, mystical effect.","1. **Mermaid Iridescence**: Experience the enchanting beauty of mermaids with this captivating shimmer shade.
2. **High Pigmentation**: Achieve stunning, long-lasting color payoff with just one swipe.
3. **Cream-to-Powder Finish**: Offers a smooth, blendable texture that sets to a powder finish for all-day wear.
4. **Versatile Application**: Use dry for a subtle shimmer or wet for intense, foil-like effect.
5. **Cruelty-Free & Vegan**: Enjoy peace of mind knowing this product is not tested on animals and free from animal-derived ingredients.","Apply using your fingertips or a brush, starting from the lash line and blending upwards towards the brow bone for a seamless, radiant finish. For added intensity, apply wet or use as an eyeliner with a fine brush.",1,https://d3slxmaa2mql88.cloudfront.net/76116.jpg
76117,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  27 lollypop,MIYO OMG CHECK ME UP CREME DE LA CREME SHIMMER EYESHADOW  27 lollypop,3.70E+12,,"Experience the ultimate shimmer with MIYO's OMG Check Me Up Crème de la Crème Shimmer Eyeshadow in shade 27 Lollypop! This highly pigmented, creamy eyeshadow delivers a stunning metallic finish that'll make your eyes pop. Inspired by the likes of Pat McGrath and Huda Beauty, this long-lasting formula is perfect for creating show-stopping looks. At just €12.50, it's an affordable luxury that won't break the bank.","1. Highly pigmented formula for intense color payoff
2. Creamy texture that sets to a long-lasting metallic finish
3. Inspired by luxury brands like Pat McGrath and Huda Beauty at an affordable price point
4. Versatile shade 'Lollypop' suitable for various skin tones and occasions
5. Cruelty-free and vegan-friendly formula","Apply directly onto lids using your fingers or a brush for intense color payoff. Blend outwards for a seamless finish. For best results, use over primer and set with powder.",1,https://d3slxmaa2mql88.cloudfront.net/76117.jpg
76118,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,MIYO OMG! CHECK ME UP TWINKLING GLITTER EYESHADOW NO 18 Cosmo dust ,MIYO OMG! CHECK ME UP TWINKLING GLITTER EYESHADOW NO 18 Cosmo dust ,3.70E+12,,"Experience the dazzling allure of MIYO's OMG! Check Me Up Twinkling Glitter Eyeshadow No. 18 Cosmo Dust, a captivating blend of shimmer and color that transforms your eyes into mesmerizing cosmic orbs. This highly pigmented, long-lasting formula is perfect for creating stunning, show-stopping looks. Inspired by the popularity of Dolly Wink's glitter shadows, MIYO's Cosmo Dust offers an intense, sparkling finish without breaking the bank.","1. **Intense Sparkle**: Highly pigmented formula with micro-glitter particles for a captivating, twinkling finish
2. **Long-lasting**: Smudge-proof and crease-resistant wear for up to 8 hours
3. **Versatile Shade**: Universal Cosmo Dust shade suitable for all skin tones and perfect for creating both day-to-night looks
4. **Cruelty-free & Vegan**: MIYO's commitment to ethical beauty ensures no harm comes to animals during production
5. **Affordable Luxury**: Experience high-end glitter shadow quality at a fraction of the cost compared to competitors like Dolly Wink","Apply directly onto your eyelid using the provided applicator or a brush for better control. For a more dramatic effect, apply over a cream eyeshadow base or use it wet for intensified color payoff.",1,https://d3slxmaa2mql88.cloudfront.net/76118.jpg
76119,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG! CHECK ME UP TWINKLING GLITTER EYESHADOW NO 21 magic spell,MIYO OMG! CHECK ME UP TWINKLING GLITTER EYESHADOW NO 21 magic spell,3.70E+12,,"Experience the enchantment of MIYO's OMG! Check Me Up Twinkling Glitter Eyeshadow No. 21, a magical potion that transforms your eyes into a mesmerizing galaxy of shimmering stars! This highly pigmented, long-lasting glitter shadow is infused with micro-glitters for an intense, sparkling effect that outshines the competition like Fenty Beauty's Killawatt Freestyle Highlighter and Anastasia Beverly Hills' Glitter Eyeliner. Elevate your makeup game with this limited-edition shade, perfect for creating show-stopping looks or adding a touch of sparkle to your everyday routine.","1. **Magical Micro-Glitter**: Infused with micro-glitters for an intense, sparkling effect that lasts all day and night.
2. **Highly Pigmented**: Rich, vibrant color payoff in a single swipe, rivaling the likes of popular brands like Huda Beauty and Pat McGrath Labs.
3. **Limited Edition Shade**: Exclusive 'magic spell' shade No. 21, adding a touch of exclusivity to your makeup collection.
4. **Versatile Application**: Create show-stopping looks or add a subtle shimmer to your everyday routine with ease.
5. **Cruelty-Free & Vegan**: Enjoy the magic without harming any creatures, aligning with ethical beauty trends","Apply directly onto lids using the included applicator for an intense glitter effect, or pat gently over cream shadows or foundations for a more subtle, all-over shimmer. For best results, use a glitter primer or mix with a small amount of setting spray before application.",1,https://d3slxmaa2mql88.cloudfront.net/76119.jpg
76120,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 02 Pudding,MIYO OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 02 Pudding,3.70E+12,,"Experience the power of pigment with MIYO's OMG! Check Me Up Highly Pigmented Matte Eyeshadow No. 02 Pudding. This velvety, long-lasting eyeshadow in a stunning apricot shade is perfect for creating bold, matte looks that last all day. Inspired by the likes of Huda Beauty's Matte Shadows and Anastasia Beverly Hills' Soft Glam palette, MIYO's Pudding eyeshadow offers intense color payoff with minimal effort. Elevate your makeup game with this must-have addition to your collection.","1. Highly pigmented formula ensures intense color payoff with just one swipe.
2. Velvety matte finish provides a smooth, flawless look that lasts all day.
3. Unique apricot shade adds warmth and depth to your eye makeup.
4. Cruelty-free and vegan-friendly formula aligns with ethical beauty standards.
5. Affordable price point makes it an excellent value for money compared to similar products from competitors like Huda Beauty and Anastasia Beverly Hills.","Apply directly onto your eyelid using a brush for precise application, or use your fingers for a more blended, smoky effect. Blend outwards and upwards for a seamless finish that won't crease or fade.",1,https://d3slxmaa2mql88.cloudfront.net/76120.jpg
76121,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 05 Gravity ,MIYO OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 05 Gravity ,3.70E+12,,"Experience the power of pigment with MIYO's OMG! CHECK ME UP Highly Pigmented Matte Eyeshadow in No. 05 Gravity. This velvety, long-lasting shadow is a must-have for makeup enthusiasts seeking intense color payoff and smooth application. Inspired by the rich hues of cosmic beauty, this deep plum shade adds depth to your look with its stunning matte finish. Unlike competitors that may fade or crease throughout the day, Gravity maintains its vibrant intensity.","1. Highly pigmented formula delivers intense color payoff in a single swipe
2. Velvety matte finish for smooth, long-lasting wear
3. Cruelty-free and formulated without parabens or talc
4. Versatile shade that can be used to create both subtle and dramatic looks
5. Blends seamlessly with other MIYO products for a flawless, cosmic-inspired makeup look","Apply using a dry eyeshadow brush for a bold, matte effect, or dampen the brush for a more dramatic, smoky look. Blend effortlessly with MIYO's Cosmic Brushes Lovers Palette for seamless, stunning results.",1,https://d3slxmaa2mql88.cloudfront.net/76121.jpg
76122,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 13 Cinnamon,MIYO OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 13 Cinnamon,3.70E+12,,"Experience the rich, warm hues of fall with MIYO's OMG! CHECK ME UP Highly Pigmented Matte Eyeshadow No. 13 Cinnamon. This velvety matte shadow is a perfect blend of sophistication and comfort, offering intense color payoff in just one swipe. Inspired by the rich, earthy tones of cinnamon spice, this shade adds depth and dimension to your eye looks, making it an essential addition to any makeup enthusiast's collection. Unlike competitors like the Stars Moonkissed Baked Blush, which offers a shimmery finish, MIYO's matte eyeshadow provides a more subtle, everyday wear look.","1. **Highly Pigmented**: Offers intense color payoff in just one swipe.
2. **Matte Finish**: Provides a subtle, everyday wear look with no shimmer or glitter.
3. **Velvety Texture**: Feels smooth and comfortable on the skin.
4. **Long-lasting**: Offers long-wearing power that stays put all day.
5. **Cruelty-free & Vegan**: MIYO is committed to creating high-quality products without harming animals.","Apply Cinnamon directly onto your eyelid using a flat shader brush for an intense, one-shade look. For a more dramatic effect, blend it into your crease and use a lighter shade to highlight your brow bone.",1,https://d3slxmaa2mql88.cloudfront.net/76122.jpg
76123,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 14 Brownie,MIYO OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 14 Brownie,3.70E+12,,"Indulge in the rich, chocolatey hue of 'Brownie' with MIYO's OMG! Check Me Up Highly Pigmented Matte Eyeshadow No. 14. This velvety matte shade is a must-have for creating smoldering eye looks that last all day long. With its superior pigmentation and smooth, blendable formula, it outperforms competitors like the Navy Removal Scout 800, offering unmatched color payoff in just one swipe. Elevate your makeup game with this versatile shade that's perfect for both everyday wear and dramatic nights out.","1. Highly pigmented matte formula for intense, long-lasting color
2. Superior blendability and smooth application
3. Versatile shade suitable for both everyday wear and dramatic looks
4. Outperforms competitors in terms of color payoff and longevity
5. Cruelty-free and vegan-friendly formula","Apply 'Brownie' using a fluffy eyeshadow brush, blending it evenly across your lid for a flawless finish. For added intensity, apply the shadow wet or use it as an eyeliner by wetting your brush first.",1,https://d3slxmaa2mql88.cloudfront.net/76123.jpg
76124,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,تضليل العيون,EYESHADOW,MIYO,8.95,Miyo OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 17 Divorce,MIYO OMG! CHECK ME UP HIGHLY PIGMENTED MATTE EYESHADOW NO 17 Divorce,3.70E+12,,"Experience the power of pigment with MIYO's OMG! Check Me Up Highly Pigmented Matte Eyeshadow No. 17 Divorce. This stunning shade is not just a color, it's a statement. Inspired by the boldness of Giorgio Armani Beauty Eye Tint and the vibrancy of Cosmic Brushes Lovers Palette, this matte eyeshadow delivers intense color payoff in a single swipe. Perfect for creating smoky eyes or adding depth to your everyday look.","1. Highly Pigmented: Achieve intense color payoff with just one swipe
2. Matte Finish: Smooth, velvety texture that lasts all day without creasing
3. Long-lasting: Stay true to its vibrant hue for up to 8 hours
4. Easy Application: Can be applied directly from the pan using fingertips or a brush
5. Cruelty-Free & Vegan: No animal testing and free from animal-derived ingredients","Apply directly onto your eyelid using your fingertips or a brush for a bold, matte finish. Blend outwards for a softer effect or keep it concentrated for a dramatic look.",1,https://d3slxmaa2mql88.cloudfront.net/76124.jpg
76125,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,اقلام العيون & اقلام حواجب,EYE AND EYEBROW PENCILS,MIYO,9.95,MIYO BROW POET PENCIL NO 01 WOOD,MIYO BROW POET PENCIL NO 01 WOOD,3.70E+12,,"Experience the art of perfect brows with MIYO's BROW POET PENCIL NO 01 WOOD, a cool light brown eyebrow pencil that combines precision and natural-looking results. Crafted from high-quality wood, this pencil offers superior control and longevity, outlasting its competitors like Anastasia Beverly Hills' Brow Wiz and NYX Professional Makeup's Micro Brow Pencil. Its unique triangular shape allows for effortless shading and defining, while the included brush ensures easy blending and a flawless finish.","1. **Natural-Looking Results**: Achieve realistic, hair-like strokes that mimic your brow's natural texture.
2. **Long-Lasting Formula**: Outlasts competitors with its smudge-proof and water-resistant formula.
3. **Precise Application**: The triangular tip allows for easy shading and defining of brows.
4. **Included Brush**: Comes with a spooly brush for effortless blending and shaping.
5. **Cruelty-Free & Vegan**: MIYO is committed to creating high-quality products without harming animals.","Simply twist up the pencil to reveal the tip, then use light feathery strokes to fill in your brows, following their natural shape. Use the attached spooly brush to blend and soften the product for a more natural look.",1,https://d3slxmaa2mql88.cloudfront.net/76125.jpg
76126,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,اقلام العيون & اقلام حواجب,EYE AND EYEBROW PENCILS,MIYO,9.95,MIYO BROW POET PENCIL NO 02 MOCHA,MIYO BROW POET PENCIL NO 02 MOCHA,3.70E+12,,"Experience the artistry of brows with MIYO's BROW POET PENCIL NO 02 MOCHA, a cool dark brown eyebrow pencil that combines precision and pigmentation for effortless brow definition. Crafted with a triangular tip for versatile shading and lining, this waterproof formula ensures long-lasting wear through heat and humidity. Elevate your beauty routine with MIYO's BROW POET PENCIL NO 02 MOCHA, currently priced at its lowest in the last 30 days, making it an affordable luxury for brow enthusiasts.","1. Waterproof formula for long-lasting wear through heat and humidity
2. Triangular tip for versatile shading and lining
3. Cool dark brown shade (MOCHA) suitable for medium to deep skin tones
4. Easy-to-use pencil with a built-in sharpener for precise application
5. Cruelty-free and vegan-friendly, aligning with ethical beauty standards","Gently glide the pencil along your brow bone using light, feathery strokes to create natural-looking hair-like strokes. Use the included brush to blend and soften the color for a seamless finish.",1,https://d3slxmaa2mql88.cloudfront.net/76126.jpg
76127,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,اقلام العيون & اقلام حواجب,EYE AND EYEBROW PENCILS,MIYO,9.95,MIYO BROW POET PENCIL NO 03 TRFFULE,MIYO BROW POET PENCIL NO 03 TRFFULE,3.70E+12,قلم تحديد الحواجب للحصول على مظهر طبيعي ومحدد بدقة. المزايا الرئيسية:  لون طبيعي. طريقة الاستخدام: يُملأ الحاجب بضربات خفيفة قصيرة لتغطية الفراغات.,"Experience the art of perfect brows with MIYO's BROW POET PENCIL NO 03 TRUFFLE, a cool very dark brown eyebrow pencil that defines and fills effortlessly. Crafted for those who appreciate precision and longevity, this pencil is a must-have for brow enthusiasts seeking a natural yet bold look. Like its competitors, it offers superior pigmentation and long-lasting wear, but with MIYO's signature smooth application and unique cool-toned shade range.","1. **Cool Very Dark Brown Shade**: Perfect for deep brunettes and those seeking a bold, defined brow.
2. **Smooth Application**: Glides effortlessly through brows for minimal tugging and enhanced precision.
3. **Long-Lasting Wear**: Stay-put formula ensures your brows look flawless from morning to night.
4. **Waterproof & Smudge-Proof**: Ideal for active lifestyles or oily skin types, this pencil won't budge once set.
5. **Cruelty-Free & Vegan**: MIYO's commitment to ethical beauty ensures you can enjoy perfect brows with a clear conscience.","Gently glide the pencil through brows in short, feathery strokes for a natural, hair-like effect. Blend with a spoolie brush for seamless results that last all day.",1,https://d3slxmaa2mql88.cloudfront.net/76127.jpg
76128,مكياج,MAKEUP,اطقم مكياج,PALETTES MAKEUP,طقم للعين,EYE PALETTES,MIYO,25.95,MIYO GIRL BOSS EYESHADOW PALETTE,MIYO GIRL BOSS EYESHADOW PALETTE,3.70E+12,,"Unleash your inner power with the MIYO Girl Boss Eyeshadow Palette, a versatile and stunning collection of 10 highly pigmented shades that let you create endless looks. This palette is not just about pretty colors; it's about empowering you to express yourself confidently. With a mix of matte, metallic, and shimmer finishes, plus unique toppers for added sparkle, this palette is designed to help you stand out.","1. **Empowering Shades**: A mix of 10 carefully curated shades to help you express your unique style.
2. **Versatile Finishes**: Matte, metallic, shimmer, and toppers for endless look possibilities.
3. **Highly Pigmented**: Rich, vibrant colors that blend effortlessly and last all day.
4. **Cruelty-Free & Vegan**: Kind to your skin and the environment, no animal testing or ingredients used.
5. **Travel-Sized**: Compact and lightweight for easy on-the-go use","Start by applying the matte shades as your base or transition colors. Then, build intensity with the metallics and shimmers, and add a touch of glamour with the toppers for a show-stopping finish.",1,https://d3slxmaa2mql88.cloudfront.net/76128.jpg
76129,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,اقلام العيون & اقلام حواجب,EYE AND EYEBROW PENCILS,MIYO,11.95,MIYO MYSTICK EYE STICK NO 01 Full Moon,MIYO MYSTICK EYE STICK NO 01 Full Moon,3.70E+12,,"Experience the enchanting allure of the full moon with MIYO's Mystick Eye Stick No. 01, a captivating eyeshadow stick that combines the mystique of Japanese art and the convenience of cream-to-powder formula. Infused with calavera-inspired colors, this versatile stick glides on smoothly for effortless application, transforming your look from day to night. Perfect for creating smoky, moonlit eyes or adding a pop of color to your everyday makeup routine.","1. Cream-to-powder formula ensures long-lasting, smudge-proof wear
2. Highly pigmented calavera-inspired colors for striking, unique looks
3. Versatile application: use as eyeshadow or eyeliner
4. Easy to blend and layer for a flawless finish
5. Cruelty-free and formulated without parabens","Simply twist up the stick and apply directly onto your eyelids, blending out with your fingertips or a brush for a seamless finish. For a more intense look, layer multiple shades or use as an eyeliner by applying along your lash line.",1,https://d3slxmaa2mql88.cloudfront.net/76129.jpg
76130,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,اقلام العيون & اقلام حواجب,EYE AND EYEBROW PENCILS,MIYO,11.95,MIYO MYSTICK EYE STICK NO 02 Falling stars,MIYO MYSTICK EYE STICK NO 02 Falling stars,3.70E+12,,"Experience the enchantment of the night sky with MIYO's MYSTICK EYE STICK NO 02 'Falling Stars'. This captivating eyeshadow stick effortlessly blends the mesmerizing hues of a starry night, creating a stunning galaxy effect on your lids. Inspired by the constellations that have fascinated artists and dreamers for centuries, this limited-edition shade is perfect for those who dare to shine bright like the stars.","1. **Galaxy-Inspired Shade**: Captures the mesmerizing hues of falling stars for a captivating, otherworldly look.
2. **Creamy, Blendable Formula**: Glides on smoothly and blends effortlessly for a flawless finish.
3. **Long-Lasting & Smudge-Proof**: Stay true to your starry-eyed look all day or night without creasing or fading.
4. **Limited Edition**: A unique, celestial shade that's perfect for adding some cosmic glamour to your makeup collection.
5. **Cruelty-Free & Vegan**: Experience the magic of the stars guilt-free with MIYO's cruelty-free and vegan formula","Simply glide the MYSTICK across your eyelid for a bold, effortless look. Blend with your fingertips or a brush for a softer finish. For a dramatic nighttime effect, layer and smudge for a starry, smoked-out eye.",1,https://d3slxmaa2mql88.cloudfront.net/76130.jpg
